MARCA,MODELO,SISTEMA,VERS_SISTEMA
Apple,iPhone 14 Pro,iOS,17.4.2001
Apple,iPhone 14 Pro,iOS,16.2
Apple,iPhone 14 Pro,iOS,18.3
Apple,iPhone 14 Pro,iOS,18.1.2001
Apple,iPhone 14 Pro Max,iOS,18.3.2001
Apple,iPhone 14 Pro Max,iOS,18
Apple,iPhone 14 Pro Max,iOS,17.6.2001
Apple,iPhone 14 Pro Max,iOS,18.4
Apple,iPhone 14 Pro Max,iOS,18.3.2002
Apple,iPhone 14 Pro Max,iOS,18.1
Apple,iPhone 14 Pro Max,iOS,18.3
Apple,iPhone 14 Pro Max,iOS,16.4.2001
Apple,iPhone 14 Pro Max,iOS,18.2
Apple,iPhone 14 Pro Max,iOS,16.5
Apple,iPhone 14 Pro Max,iOS,17.7.2002
Apple,iPhone 14 Pro Max,iOS,17.0.1
Apple,iPhone 14 Pro Max,iOS,18.0.1
Apple,iPhone 14 Pro Max,iOS,18.2.2001
Apple,iPhone 14 Pro Max,iOS,18.1.2001
Apple,iPhone 14 Pro Max,iOS,17.5.2001
Apple,iPhone 14 Pro Max,iOS,18.4.2001
Apple,iPhone 15,iOS,17.6
Apple,iPhone 15,iOS,18.3.2001
Apple,iPhone 15,iOS,18.1
Apple,iPhone 15,iOS,18.1.2001
Apple,iPhone 15,iOS,18.2.2001
Apple,iPhone 15,iOS,18.0.1
Apple,iPhone 15,iOS,18.2
Apple,iPhone 15,iOS,17.5.2001
Apple,iPhone 15,iOS,18.3.2002
Apple,iPhone 15,iOS,18.4.2001
Apple,iPhone 15,iOS,18
Apple,iPhone 15,iOS,18.4
Apple,iPhone 15,iOS,18.3
Apple,iPhone 15,iOS,17.6.2001
Apple,iPhone 15,iOS,17.3.2001
Apple,iPhone 15 Plus,iOS,17.6.2001
Apple,iPhone 15 Plus,iOS,18.3.2001
Apple,iPhone 15 Plus,iOS,18.2.2001
Apple,iPhone 15 Plus,iOS,18.3.2002
Apple,iPhone 15 Plus,iOS,18.1
Apple,iPhone 15 Plus,iOS,18.4.2001
Apple,iPhone 15 Plus,iOS,18.1.2001
Apple,iPhone 15 Plus,iOS,18.0.1
Apple,iPhone 15 Pro,iOS,18.5
Apple,iPhone 15 Pro,iOS,18.2.2001
Apple,iPhone 15 Pro,iOS,18.4
Apple,iPhone 15 Pro,iOS,17.7
Apple,iPhone 15 Pro,iOS,18.3
Apple,iPhone 15 Pro,iOS,18.0.1
Apple,iPhone 15 Pro,iOS,17.6.2001
Apple,iPhone 15 Pro,iOS,18.3.2001
Apple,iPhone 15 Pro,iOS,18.1
Apple,iPhone 15 Pro,iOS,18.4.2001
Apple,iPhone 15 Pro,iOS,18
Apple,iPhone 15 Pro,iOS,17.5.2001
Apple,iPhone 15 Pro,iOS,18.2
Apple,iPhone 15 Pro,iOS,18.1.2001
Apple,iPhone 15 Pro,iOS,18.3.2002
Apple,iPhone 15 Pro Max,iOS,18.1.2001
Apple,iPhone 15 Pro Max,iOS,18.4
Apple,iPhone 15 Pro Max,iOS,18.2
Apple,iPhone 15 Pro Max,iOS,18.3.2001
Apple,iPhone 15 Pro Max,iOS,18.0.1
Apple,iPhone 15 Pro Max,iOS,17.7
Apple,iPhone 15 Pro Max,iOS,18.1
Apple,iPhone 15 Pro Max,iOS,18.3
Apple,iPhone 15 Pro Max,iOS,17.6.2001
Apple,iPhone 15 Pro Max,iOS,17.6
Apple,iPhone 15 Pro Max,iOS,18.3.2002
Apple,iPhone 15 Pro Max,iOS,18.5
Apple,iPhone 15 Pro Max,iOS,18
Apple,iPhone 15 Pro Max,iOS,18.4.2001
Apple,iPhone 15 Pro Max,iOS,18.2.2001
Apple,iPhone 16,iOS,18.1
Apple,iPhone 16,iOS,18
Apple,iPhone 16,iOS,18.2
Apple,iPhone 16,iOS,18.0.1
Apple,iPhone 16,iOS,18.4.2001
Apple,iPhone 16,iOS,18.4
Apple,iPhone 16,iOS,18.3.2002
Apple,iPhone 16,iOS,18.3
Apple,iPhone 16,iOS,18.5
Apple,iPhone 16,iOS,18.2.2001
Apple,iPhone 16,iOS,18.1.2001
Apple,iPhone 16,iOS,18.3.2001
Apple,iPhone 16 Plus,iOS,18.4.2001
Apple,iPhone 16 Plus,iOS,18.4
Apple,iPhone 16 Plus,iOS,18.3.2002
Apple,iPhone 16 Plus,iOS,18.2
Apple,iPhone 16 Plus,iOS,18.3.2001
Apple,iPhone 16 Pro,iOS,18.0.1
Apple,iPhone 16 Pro,iOS,18.1.2001
Apple,iPhone 16 Pro,iOS,18.5
Apple,iPhone 16 Pro,iOS,18.2
Apple,iPhone 16 Pro,iOS,18.3
Apple,iPhone 16 Pro,iOS,18.4
Apple,iPhone 16 Pro,iOS,18.3.2001
Apple,iPhone 16 Pro,iOS,18.2.2001
Apple,iPhone 16 Pro,iOS,18.4.2001
Apple,iPhone 16 Pro,iOS,18.3.2002
Apple,iPhone 16 Pro,iOS,18.1
Apple,iPhone 16 Pro Max,iOS,18.0.1
Apple,iPhone 16 Pro Max,iOS,18.2
Apple,iPhone 16 Pro Max,iOS,18.4
Apple,iPhone 16 Pro Max,iOS,18.1.2001
Apple,iPhone 16 Pro Max,iOS,18.1
Apple,iPhone 16 Pro Max,iOS,18.2.2001
Apple,iPhone 16 Pro Max,iOS,18.3.2001
Apple,iPhone 16 Pro Max,iOS,18.4.2001
Apple,iPhone 16 Pro Max,iOS,18.3
Apple,iPhone 16 Pro Max,iOS,18.3.2002
Apple,iPhone 16 Pro Max,iOS,18.5
Apple,iPhone 6s,iOS,15.8.2002
Apple,iPhone 6s,iOS,15.8.2003
Apple,iPhone 6s,iOS,15.6.2001
Apple,iPhone 6s,iOS,15.7.2003
Apple,iPhone 6s,iOS,15.8
Apple,iPhone 6s,iOS,14.4.2001
Apple,iPhone 6s,iOS,15.3
Apple,iPhone 6s,iOS,15.7.2006
Apple,iPhone 6s,iOS,15.7.2009
Apple,iPhone 6s,iOS,15.7.2008
Apple,iPhone 6s,iOS,15.8.2001
Apple,iPhone 6s Plus,iOS,15.7.2007
Apple,iPhone 6s Plus,iOS,15.8.2002
Apple,iPhone 6s Plus,iOS,15.7.2006
Apple,iPhone 6s Plus,iOS,15.8.2003
Apple,iPhone 7,iOS,15.8.2002
Apple,iPhone 7,iOS,15.8.2001
Apple,iPhone 7,iOS,15.8.2003
Apple,iPhone 7,iOS,15.2
Apple,iPhone 7,iOS,15.8
Apple,iPhone 7,iOS,15.7.2005
Apple,iPhone 7,iOS,15.1
Apple,iPhone 7,iOS,15.0.2
Apple,iPhone 7,iOS,15.7.2001
Apple,iPhone 7 Plus,iOS,15.8.2003
Apple,iPhone 7 Plus,iOS,15.8.2001
Apple,iPhone 7 Plus,iOS,15.7.2009
Apple,iPhone 7 Plus,iOS,15.8.2002
Apple,iPhone 7 Plus,iOS,15.7.2008
Apple,iPhone 7 Plus,iOS,15.5
Apple,iPhone 7 Plus,iOS,15.8
Apple,iPhone 7 Plus,iOS,15.7.2002
Apple,iPhone 8,iOS,16.7.10
Apple,iPhone 8,iOS,16.1.2001
Apple,iPhone 8,iOS,15.5
Apple,iPhone 8,iOS,14.4.2002
Apple,iPhone 8,iOS,16.7.2001
Apple,iPhone 8,iOS,15.3.2001
Apple,iPhone 8,iOS,16.7.2007
Apple,iPhone 8,iOS,16.7.2005
Apple,iPhone 8,iOS,15.7.2002
Apple,iPhone 8,iOS,16.5
Apple,iPhone 8,iOS,16
Apple,iPhone 8,iOS,16.3
Apple,iPhone 8,iOS,16.7.2002
Apple,iPhone 8,iOS,15.4
Apple,iPhone 8,iOS,15.6.2001
Apple,iPhone 8,iOS,16.1.2002
Apple,iPhone 8,iOS,16.7.2004
Apple,iPhone 8,iOS,16.7.2008
Apple,iPhone 8,iOS,16.3.2001
Apple,iPhone 8,iOS,16.7.11
Apple,iPhone 8 Plus,iOS,16.5
Apple,iPhone 8 Plus,iOS,16.3
Apple,iPhone 8 Plus,iOS,16.1.2001
Apple,iPhone 8 Plus,iOS,16.7.2004
Apple,iPhone 8 Plus,iOS,15.6
Apple,iPhone 8 Plus,iOS,16.3.2001
Apple,iPhone 8 Plus,iOS,16.7.10
Apple,iPhone 8 Plus,iOS,16.7.2007
Apple,iPhone 8 Plus,iOS,16.7.2009
Apple,iPhone 8 Plus,iOS,16.7.2002
Apple,iPhone 8 Plus,iOS,16.5.2001
Apple,iPhone 8 Plus,iOS,15.6.2001
Apple,iPhone 8 Plus,iOS,16.7.2008
Apple,iPhone 8 Plus,iOS,16.7.2005
Apple,iPhone 8 Plus,iOS,16.7.11
Apple,iPhone 8 Plus,iOS,16
Apple,iPhone SE,iOS,17.4
Apple,iPhone SE,iOS,17.3
Apple,iPhone SE,iOS,17.7.2002
Apple,iPhone SE,iOS,17.0.3
Apple,iPhone SE,iOS,15.3.2001
Apple,iPhone SE,iOS,17.7.2001
Apple,iPhone SE,iOS,17.6.2001
Apple,iPhone SE,iOS,16.3
Apple,iPhone SE,iOS,18.0.1
Apple,iPhone SE,iOS,15.8.2001
Apple,iPhone SE,iOS,16.7
Apple,iPhone SE,iOS,17.4.2001
Apple,iPhone SE,iOS,16.3.2001
Apple,iPhone SE,iOS,16.1.2002
Apple,iPhone SE,iOS,16.1.2001
Apple,iPhone SE,iOS,15.6.2001
Apple,iPhone SE,iOS,16.1
Apple,iPhone SE,iOS,15.8
Apple,iPhone SE,iOS,18.1.2001
Apple,iPhone SE,iOS,16.6
Apple,iPhone SE,iOS,18
Apple,iPhone SE,iOS,17.5.2001
Apple,iPhone SE,iOS,18.2.2001
Apple,iPhone SE,iOS,17.1.2002
Apple,iPhone SE,iOS,15
Apple,iPhone SE,iOS,18.4.2001
Apple,iPhone SE,iOS,16.6.2001
Apple,iPhone SE,iOS,18.2
Apple,iPhone SE,iOS,18.3.2002
Apple,iPhone SE,iOS,17.2.2001
Apple,iPhone SE,iOS,17.3.2001
Apple,iPhone SE,iOS,18.3
Apple,iPhone SE,iOS,15.8.2003
Apple,iPhone SE,iOS,15.4
Apple,iPhone SE,iOS,15.8.2002
Apple,iPhone SE,iOS,15.6
Apple,iPhone SE,iOS,16
Apple,iPhone SE,iOS,16.7.2001
Apple,iPhone SE,iOS,17.6
Apple,iPhone SE,iOS,15.7.2003
Apple,iPhone SE,iOS,16.2
Apple,iPhone SE,iOS,18.3.2001
Apple,iPhone SE,iOS,18.1
Apple,iPhone X,iOS,16.7.10
Apple,iPhone X,iOS,16.7.2005
Apple,iPhone X,iOS,15.6.2001
Apple,iPhone X,iOS,16
Apple,iPhone X,iOS,16.7.11
Apple,iPhone X,iOS,16.5.2001
Apple,iPhone X,iOS,16.7.2008
Apple,iPhone X,iOS,16.7.2004
Apple,iPhone X,iOS,16.7.2007
Apple,iPhone X,iOS,16.1.2001
Apple,iPhone X,iOS,16.2
Apple,iPhone X,iOS,16.0.2
Apple,iPhone XR,iOS,17.5
Apple,iPhone XR,iOS,17.2
Apple,iPhone XR,iOS,16.2
Apple,iPhone XR,iOS,18.3.2002
Apple,iPhone XR,iOS,15.3.2001
Apple,iPhone XR,iOS,17.7.2002
Apple,iPhone XR,iOS,18.0.1
Apple,iPhone XR,iOS,16.6.2001
Apple,iPhone XR,iOS,15.6.2001
Apple,iPhone XR,iOS,16.0.3
Apple,iPhone XR,iOS,17.0.2
Apple,iPhone XR,iOS,16.4.2001
Apple,iPhone XR,iOS,16
Apple,iPhone XR,iOS,15.6
Apple,iPhone XR,iOS,17.6.2001
Apple,iPhone XR,iOS,17.3.2001
Apple,iPhone XR,iOS,17.4.2001
Apple,iPhone XR,iOS,17.5.2001
Apple,iPhone XR,iOS,15.5
Apple,iPhone XR,iOS,17.0.3
Apple,iPhone XR,iOS,17.2.2001
Apple,iPhone XR,iOS,17.1.2002
Apple,iPhone XR,iOS,17.4
Apple,iPhone XR,iOS,16.1.2001
Apple,iPhone XR,iOS,16.1
Apple,iPhone XR,iOS,16.3.2001
Apple,iPhone XR,iOS,18.1
Apple,iPhone XR,iOS,18.4.2001
Apple,iPhone XR,iOS,14.4
Apple,iPhone XR,iOS,16.1.2002
Apple,iPhone XR,iOS,16.6
Apple,iPhone XR,iOS,14.8.2001
Apple,iPhone XR,iOS,18.1.2001
Apple,iPhone XR,iOS,18.3.2001
Apple,iPhone XR,iOS,18.3
Apple,iPhone XR,iOS,17.6
Apple,iPhone XR,iOS,15.0.2
Apple,iPhone XR,iOS,17.7
Apple,iPhone XR,iOS,17.7.2001
Apple,iPhone XR,iOS,16.3
Apple,iPhone XR,iOS,18
Apple,iPhone XR,iOS,18.2
Apple,iPhone XR,iOS,18.2.2001
Apple,iPhone XR,iOS,17.3
Apple,iPhone XR,iOS,17.1.2001
Apple,iPhone XR,iOS,16.0.2
Apple,iPhone XR,iOS,16.5
Apple,iPhone XS,iOS,17.7.2001
Apple,iPhone XS,iOS,18.2
Apple,iPhone XS,iOS,15.6
Apple,iPhone XS,iOS,18.3.2001
Apple,iPhone XS,iOS,16.4.2001
Apple,iPhone XS,iOS,16.3.2001
Apple,iPhone XS,iOS,15.2.2001
Apple,iPhone XS,iOS,18.1.2001
Apple,iPhone XS,iOS,17.4.2001
Apple,iPhone XS,iOS,17.3
Apple,iPhone XS,iOS,18
Apple,iPhone XS,iOS,15.2
Apple,iPhone XS,iOS,17.1.2001
Apple,iPhone XS,iOS,16.6
Apple,iPhone XS,iOS,16.0.2
Apple,iPhone XS,iOS,18.4
Apple,iPhone XS,iOS,17.6.2001
Apple,iPhone XS,iOS,18.0.1
Apple,iPhone XS,iOS,17.7.2002
Apple,iPhone XS,iOS,17.1.2002
Apple,iPhone XS,iOS,17.7
Apple,iPhone XS,iOS,16
Apple,iPhone XS,iOS,17.4
Apple,iPhone XS,iOS,16.5
Apple,iPhone XS,iOS,17.5.2001
Apple,iPhone XS,iOS,14.1
Apple,iPhone XS,iOS,15.6.2001
Apple,iPhone XS,iOS,16.2
Apple,iPhone XS,iOS,18.3
Apple,iPhone XS,iOS,18.3.2002
Apple,iPhone XS,iOS,16.0.3
Apple,iPhone XS,iOS,17.3.2001
Apple,iPhone XS,iOS,18.1
Apple,iPhone XS,iOS,16.1.2001
Apple,iPhone XS Max,iOS,16.6.2001
Apple,iPhone XS Max,iOS,17.3.2001
Apple,iPhone XS Max,iOS,18.2
Apple,iPhone XS Max,iOS,17.5.2001
Apple,iPhone XS Max,iOS,16.3.2001
Apple,iPhone XS Max,iOS,18
Apple,iPhone XS Max,iOS,16.5
Apple,iPhone XS Max,iOS,16.6
Apple,iPhone XS Max,iOS,17.2.2001
Apple,iPhone XS Max,iOS,14.8
Apple,iPhone XS Max,iOS,18.0.1
Apple,iPhone XS Max,iOS,16
Apple,iPhone XS Max,iOS,17.1.2001
Apple,iPhone XS Max,iOS,16.4.2001
Apple,iPhone XS Max,iOS,15.6.2001
Apple,iPhone XS Max,iOS,17.0.3
Apple,iPhone XS Max,iOS,17.7
Apple,iPhone XS Max,iOS,17.4
Apple,iPhone XS Max,iOS,17.1.2002
Apple,iPhone XS Max,iOS,18.3.2001
Apple,iPhone XS Max,iOS,17.4.2001
Apple,iPhone XS Max,iOS,18.4.2001
Apple,iPhone XS Max,iOS,15.7.2001
Apple,iPhone XS Max,iOS,16.2
Apple,iPhone XS Max,iOS,16.5.2001
Apple,iPhone XS Max,iOS,16.1.2001
Apple,iPhone XS Max,iOS,18.3.2002
Apple,iPhone XS Max,iOS,17.6.2001
Apple,iPhone XS Max,iOS,18.1.2001
Apple,iPhone XS Max,iOS,16.1.2002
BLU,C5 2019,Android,8.1.2000
BLU,G50,Android,10
BLU,G61,Android,10
BLU,G8,Android,9
Blackview,BL9000 Pro,Android,14
CUBOT,KINGKONG 9,Android,13
Cat,S62 Pro,Android,11
Coolpad,CP3503L,Android,10
Coolpad,CP3504L,Android,10
DOOGEE,S100,Android,12
DOOGEE,S110,Android,13
DOOGEE,S88Plus,Android,10
DOOGEE,S89Pro,Android,12
DOOGEE,S96Pro,Android,10
DOOGEE,S98,Android,12
DOOGEE,S99,Android,12
DOOGEE,V Max,Android,12
DOOGEE,V10,Android,11
DOOGEE,V20Pro,Android,12
FOSSiBOT,F101,Android,12
FreeYond,M5,Android,12
HONOR,ABR-LX3,Android,15
HONOR,AGM3-W09HN,Android,12
HONOR,ALI-NX1,Android,14
HONOR,ALI-NX3,Android,15
HONOR,ALI-NX3,Android,14
HONOR,ALI-NX3,Android,13
HONOR,ALT-LX3,Android,14
HONOR,ALT-NX3,Android,14
HONOR,ANY-LX3,Android,13
HONOR,ANY-LX3,Android,11
HONOR,BRC-NX1,Android,14
HONOR,BRP-NX3,Android,14
HONOR,BVL-N49,Android,15
HONOR,BVL-N49,Android,14
HONOR,CLK-LX3,Android,14
HONOR,CLK-LX3,Android,13
HONOR,CMA-LX3,Android,13
HONOR,CMA-LX3,Android,11
HONOR,CRT-LX3,Android,12
HONOR,CRT-LX3,Android,14
HONOR,CRT-NX3,Android,14
HONOR,CRT-NX3,Android,13
HONOR,ELI-NX9,Android,14
HONOR,ELI-NX9,Android,15
HONOR,ELN-L03,Android,13
HONOR,ELP-NX9,Android,15
HONOR,ELP-NX9,Android,14
HONOR,FNE-NX9,Android,13
HONOR,FNE-NX9,Android,14
HONOR,GFY-LX3,Android,14
HONOR,JDY-LX3,Android,14
HONOR,JDY-LX3P,Android,14
HONOR,JSN-L23,Android,10
HONOR,JSN-L23,Android,9
HONOR,LGE-NX9,Android,14
HONOR,LLY-LX3,Android,13
HONOR,LLY-LX3,Android,14
HONOR,LLY-NX3,Android,14
HONOR,NTH-NX9,Android,13
HONOR,NTH-NX9,Android,12
HONOR,NTN-LX3,Android,13
HONOR,PGT-N19,Android,13
HONOR,PGT-N19,Android,14
HONOR,PTP-N49,Android,15
HONOR,RBN-NX3,Android,14
HONOR,REA-NX9,Android,13
HONOR,REA-NX9,Android,14
HONOR,REP-AN00,Android,14
HONOR,RKY-LX3,Android,12
HONOR,RKY-LX3,Android,14
HONOR,RMO-NX3,Android,12
HONOR,RMO-NX3,Android,13
HONOR,TFY-LX3,Android,13
HONOR,TFY-LX3,Android,11
HONOR,VNA-LX3,Android,12
HONOR,VNE-LX3,Android,12
HONOR,VNE-LX3,Android,14
HONOR,WDY-LX3,Android,14
HONOR,WDY-LX3,Android,13
HONOR,WOD-LX3,Android,13
HONOR,WOD-LX3,Android,14
HUAWEI,ADY-LX9,Android,12
HUAWEI,AMN-LX3,Android,9
HUAWEI,ANA-LX4,Android,10
HUAWEI,ANE-LX1,Android,9
HUAWEI,ANE-LX2J,Android,9
HUAWEI,ANE-LX3,Android,8.0.0
HUAWEI,ANE-LX3,Android,9
HUAWEI,AQM-LX1,Android,10
HUAWEI,BAC-L03,Android,8.0.0
HUAWEI,BLA-L09,Android,10
HUAWEI,BLA-L29,Android,10
HUAWEI,BLK-LX9,Android,12
HUAWEI,CLT-L09,Android,10
HUAWEI,CLT-L29,Android,8.1.2000
HUAWEI,CLT-L29,Android,9
HUAWEI,CLT-L29,Android,10
HUAWEI,DRA-LX3,Android,8.1.2000
HUAWEI,DUB-LX1,Android,8.1.2000
HUAWEI,DUB-LX3,Android,8.1.2000
HUAWEI,ELE-L04,Android,10
HUAWEI,ELE-L29,Android,10
HUAWEI,ELE-L29,Android,9
HUAWEI,ELS-N04,Android,10
HUAWEI,EML-L09,Android,9
HUAWEI,EML-L09,Android,10
HUAWEI,FIG-LX3,Android,9
HUAWEI,FIG-LX3,Android,8.0.0
HUAWEI,FLA-LX3,Android,9
HUAWEI,FOA-LX9,Android,12
HUAWEI,GLA-LX3,Android,12
HUAWEI,HBN-LX9,Android,12
HUAWEI,HBP-LX9,Android,12
HUAWEI,HMA-L29,Android,10
HUAWEI,JAD-LX9,Android,12
HUAWEI,JKM-LX3,Android,9
HUAWEI,JLN-LX3,Android,12
HUAWEI,JNY-LX2,Android,10
HUAWEI,LDN-LX3,Android,8.0.0
HUAWEI,LYA-L09,Android,10
HUAWEI,LYA-L29,Android,10
HUAWEI,LYA-L29,Android,9
HUAWEI,MAO-LX9,Android,12
HUAWEI,MAR-LX1B,Android,10
HUAWEI,MAR-LX3A,Android,9
HUAWEI,MAR-LX3A,Android,10
HUAWEI,MAR-LX3Am,Android,9
HUAWEI,MAR-LX3Bm,Android,9
HUAWEI,MAR-LX3Bm,Android,10
HUAWEI,MED-LX9,Android,10
HUAWEI,MIS-LX9,Android,12
HUAWEI,MNA-AL00,Android,12
HUAWEI,MNA-LX9,Android,12
HUAWEI,MRD-LX3,Android,9
HUAWEI,NAM-LX9,Android,12
HUAWEI,NEN-LX3,Android,10
HUAWEI,POT-LX3,Android,10
HUAWEI,POT-LX3,Android,9
HUAWEI,PRA-LX3,Android,8.0.0
HUAWEI,RNE-L03,Android,8.0.0
HUAWEI,RNE-L23,Android,8.0.0
HUAWEI,SNE-LX3,Android,10
HUAWEI,SNE-LX3,Android,9
HUAWEI,SNE-LX3,Android,8.1.2000
HUAWEI,STG-LX2,Android,12
HUAWEI,STK-LX3,Android,9
HUAWEI,STK-LX3,Android,10
HUAWEI,VKY-L29,Android,9
HUAWEI,VOG-AL00,Android,10
HUAWEI,VOG-L04,Android,10
HUAWEI,VOG-L04,Android,9
HUAWEI,VOG-L29,Android,10
HUAWEI,VTR-L09,Android,9
HUAWEI,WKG-LX9,Android,10
HUAWEI,YAL-L21,Android,10
HYUNDAI,E603,Android,10
Infinix,Infinix X670,Android,13
Infinix,Infinix X671B,Android,13
Infinix,Infinix X6731B,Android,14
Infinix,Infinix X6731B,Android,13
Infinix,Infinix X678B,Android,14
Infinix,Infinix X6812B,Android,11
Infinix,Infinix X6827,Android,12
Infinix,Infinix X6837,Android,13
Infinix,Infinix X6850,Android,14
Infinix,Infinix X6851B,Android,14
Infinix,Infinix X6860,Android,14
Infinix,Infinix X6861,Android,14
Infinix,Infinix X6871,Android,14
Infinix,Infinix X6880,Android,14
Infinix,Infinix X6882,Android,14
Infinix,Infinix X697,Android,11
KDDI,SCV36,Android,8.0.0
LAVA,LAVA LZX407,Android,12
Lenovo,Lenovo L18021,Android,8.1.2000
Lenovo,Lenovo L71061,Android,12
Lenovo,Lenovo L71091,Android,12
Lenovo,Lenovo TB-8304F1,Android,7
Lenovo,Lenovo TB-J606F,Android,11
Lenovo,Lenovo TB-J606L,Android,11
Lenovo,Lenovo TB-X306F,Android,10
Lenovo,Lenovo TB-X306X,Android,11
Lenovo,Lenovo TB-X306X,Android,10
Lenovo,Lenovo TB-X505F,Android,10
Lenovo,Lenovo TB125FU,Android,13
Lenovo,Lenovo TB128FU,Android,13
Lenovo,Lenovo TB128FU,Android,12
Lenovo,Lenovo TB128XU,Android,13
Lenovo,Lenovo YT-J706F,Android,12
Lenovo,Lenovo YT-X705F,Android,10
Lenovo,TB328FU,Android,12
Lenovo,TB328XU,Android,12
Lenovo,TB330XU,Android,14
Lenovo,TB350XU,Android,13
Lenovo,TB350XU,Android,14
Lenovo,TB370FU,Android,14
MIRAY,TPM4G_E108,Android,12
Nokia,Nokia 1.3,Android,11
Nokia,Nokia 2.3,Android,11
Nokia,Nokia 2.4,Android,12
Nokia,Nokia 5.3,Android,12
Nokia,Nokia 5.4,Android,12
Nokia,Nokia 6.1,Android,10
Nokia,Nokia 6.1 Plus,Android,10
Nokia,Nokia 6.2,Android,11
Nokia,Nokia 7.2,Android,11
Nokia,Nokia 8.3 5G,Android,12
Nokia,Nokia C21 Plus,Android,11
Nokia,Nokia G20,Android,13
Nokia,Nokia G50,Android,13
Nokia,Nokia X100,Android,11
Nokia,TA-1039,Android,9
Nothing,A063,Android,14
Nothing,A065,Android,14
Nothing,A142,Android,15
OPPO,CPH1943,Android,10
OPPO,CPH2145,Android,13
OPPO,CPH2173,Android,11
OPPO,CPH2211,Android,13
OPPO,CPH2239,Android,11
OPPO,CPH2239,Android,10
OPPO,CPH2269,Android,11
OPPO,CPH2273,Android,13
OPPO,CPH2343,Android,13
OPPO,CPH2353,Android,13
OPPO,CPH2357,Android,12
OPPO,CPH2363,Android,12
OPPO,CPH2363,Android,14
OPPO,CPH2363,Android,13
OPPO,CPH2365,Android,13
OPPO,CPH2365,Android,11
OPPO,CPH2385,Android,13
OPPO,CPH2385,Android,14
OPPO,CPH2387,Android,14
OPPO,CPH2387,Android,13
OPPO,CPH2387,Android,12
OPPO,CPH2477,Android,12
OPPO,CPH2483,Android,14
OPPO,CPH2531,Android,15
OPPO,CPH2531,Android,13
OPPO,CPH2531,Android,14
OPPO,CPH2557,Android,13
OPPO,CPH2557,Android,14
OPPO,CPH2565,Android,14
OPPO,CPH2565,Android,13
OPPO,CPH2577,Android,14
OPPO,CPH2577,Android,13
OPPO,CPH2577,Android,15
OPPO,CPH2579,Android,13
OPPO,CPH2579,Android,14
OPPO,CPH2599,Android,14
OPPO,CPH2599,Android,15
OPPO,CPH2603,Android,15
OPPO,CPH2603,Android,14
OPPO,CPH2625,Android,15
OPPO,CPH2625,Android,14
OPPO,CPH2637,Android,14
OPPO,CPH2637,Android,15
OPPO,CPH2639,Android,14
OPPO,CPH2639,Android,15
OPPO,CPH2669,Android,14
OPPO,CPH2699,Android,15
OPPO,CPH3669,Android,14
OPPO,PCKM00,Android,11
OPPO,PGT110,Android,14
OUKITEL,WP19,Android,12
OnePlus,AC2001,Android,12
OnePlus,AC2003,Android,12
OnePlus,BE2025,Android,11
OnePlus,CPH2399,Android,12
OnePlus,CPH2413,Android,12
OnePlus,CPH2447,Android,14
OnePlus,CPH2447,Android,15
OnePlus,CPH2449,Android,15
OnePlus,CPH2449,Android,14
OnePlus,CPH2451,Android,14
OnePlus,CPH2451,Android,13
OnePlus,CPH2451,Android,15
OnePlus,CPH2493,Android,14
OnePlus,CPH2581,Android,14
OnePlus,CPH2581,Android,15
OnePlus,CPH2583,Android,14
OnePlus,CPH2583,Android,15
OnePlus,CPH2609,Android,15
OnePlus,CPH2611,Android,14
OnePlus,DE2118,Android,12
OnePlus,DN2103,Android,12
OnePlus,DN2103,Android,13
OnePlus,EB2103,Android,13
OnePlus,GM1910,Android,12
OnePlus,GM1917,Android,12
OnePlus,GM1925,Android,10
OnePlus,GN2200,Android,12
OnePlus,HD1905,Android,12
OnePlus,HD1907,Android,12
OnePlus,IN2013,Android,13
OnePlus,IN2015,Android,13
OnePlus,IN2025,Android,13
OnePlus,IV2201,Android,13
OnePlus,KB2001,Android,14
OnePlus,KB2003,Android,14
OnePlus,KB2003,Android,13
OnePlus,KB2005,Android,14
OnePlus,LE2111,Android,13
OnePlus,LE2115,Android,14
OnePlus,LE2115,Android,13
OnePlus,LE2117,Android,11
OnePlus,LE2117,Android,14
OnePlus,LE2121,Android,12
OnePlus,LE2121,Android,14
OnePlus,LE2125,Android,14
OnePlus,LE2127,Android,14
OnePlus,NE2213,Android,14
OnePlus,NE2215,Android,14
OnePlus,NE2217,Android,14
OnePlus,ONEPLUS A5010,Android,10
OnePlus,ONEPLUS A6000,Android,11
OnePlus,ONEPLUS A6013,Android,11
POCO,21061110AG,Android,13
POCO,21061110AG,Android,12
POCO,21091116AG,Android,13
POCO,21091116AG,Android,11
POCO,21091116AG,Android,12
POCO,21121210G,Android,13
POCO,21121210G,Android,14
POCO,21121210G,Android,12
POCO,2201116PG,Android,12
POCO,2201116PG,Android,11
POCO,2201116PG,Android,13
POCO,2201117PG,Android,13
POCO,2201117PG,Android,11
POCO,2201117PG,Android,12
POCO,22021211RG,Android,13
POCO,22021211RG,Android,14
POCO,220333QPG,Android,11
POCO,22041216G,Android,13
POCO,22041216G,Android,14
POCO,22041216G,Android,12
POCO,2207117BPG,Android,13
POCO,2207117BPG,Android,12
POCO,22071219CG,Android,14
POCO,22071219CG,Android,12
POCO,22101320G,Android,12
POCO,22101320G,Android,13
POCO,22101320G,Android,14
