MARCA,MODELO,SISTEMA,VERS_SISTEMA
POCO,22111317PG,Android,12
POCO,22111317PG,Android,13
POCO,22111317PG,Android,14
POCO,23013PC75G,Android,14
POCO,23013PC75G,Android,13
POCO,23013PC75G,Android,15
POCO,23049PCD8G,Android,15
POCO,23049PCD8G,Android,14
POCO,23049PCD8G,Android,13
POCO,2310FPCA4G,Android,14
POCO,2310FPCA4G,Android,13
POCO,2310FPCA4G,Android,15
POCO,23113RKC6G,Android,14
POCO,23113RKC6G,Android,15
POCO,2311DRK48G,Android,15
POCO,2311DRK48G,Android,14
POCO,23122PCD1G,Android,14
POCO,23122PCD1G,Android,13
POCO,2312FPCA6G,Android,13
POCO,2312FPCA6G,Android,15
POCO,2312FPCA6G,Android,14
POCO,2404APC5FG,Android,15
POCO,24069PC21G,Android,14
POCO,24069PC21G,Android,15
POCO,24122RKC7G,Android,15
POCO,2412DPC0AG,Android,15
POCO,M2007J20CG,Android,12
POCO,M2007J20CG,Android,10
POCO,M2007J20CG,Android,11
POCO,M2010J19CG,Android,10
POCO,M2010J19CG,Android,11
POCO,M2010J19CG,Android,12
POCO,M2012K11AG,Android,12
POCO,M2012K11AG,Android,11
POCO,M2012K11AG,Android,13
POCO,M2012K11AG,Android,14
POCO,M2102J20SG,Android,13
POCO,M2102J20SG,Android,11
POCO,M2102J20SG,Android,14
POCO,M2102J20SG,Android,12
POCO,M2103K19PG,Android,12
POCO,M2103K19PG,Android,13
POCO,M2103K19PG,Android,11
POCO,POCO F2 Pro,Android,12
POCO,POCO F2 Pro,Android,10
POCO,POCO X3 NFC,Android,14
PRITOM,M10,Android,10
Philco,Hit P10,Android,10
Redmi,21061119AG,Android,12
Redmi,21061119AL,Android,11
Redmi,21061119AL,Android,13
Redmi,21061119AL,Android,12
Redmi,21091116UG,Android,12
Redmi,21091116UG,Android,13
Redmi,21091116UG,Android,11
Redmi,21121119SG,Android,11
Redmi,21121119SG,Android,12
Redmi,21121119VL,Android,11
Redmi,21121119VL,Android,13
Redmi,21121119VL,Android,12
Redmi,22011119UY,Android,12
Redmi,2201116SG,Android,13
Redmi,2201116SG,Android,12
Redmi,2201116SG,Android,11
Redmi,2201116TG,Android,11
Redmi,2201116TG,Android,13
Redmi,2201116TG,Android,12
Redmi,2201117SG,Android,12
Redmi,2201117SG,Android,13
Redmi,2201117SG,Android,11
Redmi,2201117SL,Android,12
Redmi,2201117SL,Android,11
Redmi,2201117SL,Android,13
Redmi,2201117SY,Android,13
Redmi,2201117SY,Android,11
Redmi,2201117TG,Android,12
Redmi,2201117TG,Android,13
Redmi,2201117TG,Android,11
Redmi,2201117TL,Android,12
Redmi,2201117TL,Android,11
Redmi,2201117TL,Android,13
Redmi,2201117TY,Android,12
Redmi,2201117TY,Android,13
Redmi,2201117TY,Android,11
Redmi,220233L2G,Android,11
Redmi,22031116BG,Android,13
Redmi,22031116BG,Android,12
Redmi,220333QAG,Android,13
Redmi,220333QAG,Android,12
Redmi,220333QAG,Android,11
Redmi,220333QL,Android,12
Redmi,220333QL,Android,13
Redmi,220333QL,Android,11
Redmi,220333QNY,Android,11
Redmi,220333QNY,Android,13
Redmi,22041211AC,Android,12
Redmi,22041219G,Android,14
Redmi,22041219I,Android,13
Redmi,22041219NY,Android,14
Redmi,22041219NY,Android,13
Redmi,220733SL,Android,12
Redmi,22081283G,Android,14
Redmi,2209116AG,Android,11
Redmi,2209116AG,Android,12
Redmi,2209116AG,Android,13
Redmi,22101316G,Android,13
Redmi,22101316G,Android,14
Redmi,22101316G,Android,12
Redmi,22101316I,Android,13
Redmi,22101316UG,Android,14
Redmi,22101316UG,Android,12
Redmi,22101316UG,Android,13
Redmi,22111317G,Android,14
Redmi,22120RN86G,Android,14
Redmi,22120RN86I,Android,14
Redmi,22126RN91Y,Android,13
Redmi,2212ARNC4L,Android,14
Redmi,2212ARNC4L,Android,13
Redmi,2212ARNC4L,Android,12
Redmi,23013RK75C,Android,13
Redmi,23013RK75C,Android,14
Redmi,23021RAA2Y,Android,14
Redmi,23021RAAEG,Android,14
Redmi,23021RAAEG,Android,15
Redmi,23026RN54G,Android,13
Redmi,23028RA60L,Android,13
Redmi,23028RA60L,Android,15
Redmi,23028RA60L,Android,14
Redmi,23030RAC7Y,Android,14
Redmi,2303CRA44A,Android,13
Redmi,2303CRA44A,Android,14
Redmi,2303ERA42L,Android,15
Redmi,2303ERA42L,Android,13
Redmi,2303ERA42L,Android,14
Redmi,23053RN02L,Android,15
Redmi,23053RN02L,Android,13
Redmi,23053RN02L,Android,14
Redmi,23073RPBFL,Android,14
Redmi,23073RPBFL,Android,13
Redmi,23076RN8DY,Android,14
Redmi,23076RN8DY,Android,13
Redmi,23090RA98G,Android,15
Redmi,23090RA98G,Android,13
Redmi,23090RA98G,Android,14
Redmi,23090RA98I,Android,14
Redmi,23100RN82L,Android,13
Redmi,23100RN82L,Android,15
Redmi,23100RN82L,Android,14
Redmi,23108RN04Y,Android,13
Redmi,23117RA68G,Android,13
Redmi,23117RA68G,Android,14
Redmi,23117RA68G,Android,15
Redmi,23124RA7EO,Android,14
Redmi,23124RA7EO,Android,15
Redmi,23124RA7EO,Android,13
Redmi,23124RN87G,Android,13
Redmi,23124RN87G,Android,14
Redmi,23124RN87G,Android,15
Redmi,23129RA5FL,Android,13
Redmi,23129RA5FL,Android,14
Redmi,23129RA5FL,Android,15
Redmi,23129RAA4G,Android,14
Redmi,23129RAA4G,Android,15
Redmi,23129RAA4G,Android,13
Redmi,2312CRNCCL,Android,15
Redmi,2312CRNCCL,Android,14
Redmi,2312DRA50G,Android,15
Redmi,2312DRA50G,Android,14
Redmi,2312DRA50G,Android,13
Redmi,2312DRAABG,Android,14
Redmi,2312DRAABG,Android,13
Redmi,2312DRAABG,Android,15
Redmi,24044RN32L,Android,14
Redmi,24044RN32L,Android,15
Redmi,24049RN28L,Android,14
Redmi,24049RN28L,Android,15
Redmi,2405CRPFDG,Android,14
Redmi,2405CRPFDL,Android,14
Redmi,24069RA21C,Android,14
Redmi,24075RP89G,Android,14
Redmi,24090RA29G,Android,15
Redmi,24090RA29G,Android,14
Redmi,24094RAD4G,Android,14
Redmi,2409BRN2CL,Android,14
Redmi,2409BRN2CY,Android,14
Redmi,24115RA8EC,Android,14
Redmi,24115RA8EG,Android,14
Redmi,24115RA8EG,Android,15
Redmi,24116RACCG,Android,14
Redmi,24117RN76L,Android,14
Redmi,25028RN03L,Android,15
Redmi,M1908C3JGG,Android,13
Redmi,M1908C3JGG,Android,12
Redmi,M1908C3JGG,Android,11
Redmi,M2003J15SC,Android,10
Redmi,M2003J15SC,Android,12
Redmi,M2003J15SC,Android,11
Redmi,M2004J19C,Android,12
Redmi,M2004J19C,Android,11
Redmi,M2004J19C,Android,10
Redmi,M2006C3LG,Android,11
Redmi,M2006C3LG,Android,10
Redmi,M2006C3MG,Android,10
Redmi,M2006C3MG,Android,11
Redmi,M2006C3MNG,Android,10
Redmi,M2007J22G,Android,12
Redmi,M2010J19SG,Android,10
Redmi,M2010J19SL,Android,11
Redmi,M2010J19SL,Android,10
Redmi,M2010J19SL,Android,12
Redmi,M2012K10C,Android,13
Redmi,M2101K6G,Android,13
Redmi,M2101K6G,Android,12
Redmi,M2101K6G,Android,11
Redmi,M2101K6R,Android,12
Redmi,M2101K6R,Android,11
Redmi,M2101K7AG,Android,12
Redmi,M2101K7AG,Android,11
Redmi,M2101K7BG,Android,13
Redmi,M2101K7BG,Android,11
Redmi,M2101K7BG,Android,12
Redmi,M2101K7BL,Android,12
Redmi,M2101K7BL,Android,13
Redmi,M2101K7BL,Android,11
Redmi,M2101K7BNY,Android,13
Redmi,M2101K7BNY,Android,12
Redmi,M2103K19G,Android,11
Redmi,M2103K19G,Android,12
Redmi,M2103K19G,Android,13
Redmi,M2104K10AC,Android,13
Redmi,M2104K10AC,Android,11
Redmi,Redmi Note 8 Pro,Android,10
Redmi,Redmi Note 8 Pro,Android,11
Redmi,Redmi Note 8 Pro,Android,9
Redmi,Redmi Note 9 Pro,Android,11
Redmi,Redmi Note 9 Pro,Android,12
Redmi,Redmi Note 9 Pro,Android,10
Redmi,Redmi Note 9S,Android,10
Redmi,Redmi Note 9S,Android,12
Redmi,Redmi Note 9S,Android,11
Redmi,lime,Android,12
Redmi,unknown,Android,13
Sony,G3123,Android,8.0.0
Sony,G3223,Android,8.0.0
Sony,G8141,Android,9
Sony,H3123,Android,9
Sony,H3223,Android,9
Sony,XQ-AS72,Android,12
Sony,XQ-AT51,Android,12
Sony,XQ-BQ72,Android,13
Sony,XQ-CQ72,Android,14
Sony,XQ-CT72,Android,14
Sony,XQ-DC72,Android,14
Sony,XQ-DQ72,Android,14
T-Mobile,REVVL V+ 5G,Android,12
TCL,5024J,Android,9
TCL,6165A,Android,12
TCL,9137W,Android,12
TCL,T509A,Android,14
TCL,T610E,Android,13
TCL,T612B,Android,13
TCL,T671E,Android,11
TCL,T671O,Android,11
TCL,T766J,Android,11
TCL,T770B,Android,11
TCL,T799B,Android,11
TCL,T803E,Android,14
TCL,T810S,Android,11
TECNO,TECNO BF6,Android,12
TECNO,TECNO BF7,Android,12
TECNO,TECNO BG6,Android,13
TECNO,TECNO BG7,Android,13
TECNO,TECNO CE7j,Android,11
TECNO,TECNO CE9,Android,11
TECNO,TECNO CH7n,Android,12
TECNO,TECNO CK9n,Android,14
TECNO,TECNO CL6,Android,14
TECNO,TECNO CLA6,Android,14
TECNO,TECNO KE5,Android,10
TECNO,TECNO KE5k,Android,10
TECNO,TECNO KE7,Android,10
TECNO,TECNO KF6p,Android,11
TECNO,TECNO KG7,Android,11
TECNO,TECNO KI5k,Android,12
TECNO,TECNO KI7,Android,13
TECNO,TECNO KJ5,Android,13
TECNO,TECNO KJ6,Android,13
TECNO,TECNO KJ7,Android,14
TECNO,TECNO LE6,Android,11
TECNO,TECNO LH7n,Android,13
TECNO,TECNO LH7n,Android,14
TECNO,TECNO LH8n,Android,13
TECNO,TECNO LH8n,Android,14
TECNO,TECNO PR651,Android,11
UMIDIGI,A11 Pro Max,Android,11
UMIDIGI,A7S,Android,10
UMIDIGI,A9 Pro,Android,10
UMIDIGI,BISON,Android,11
UMIDIGI,BISON,Android,10
UMIDIGI,BISON Pro,Android,11
UMIDIGI,MP05,Android,11
UMIDIGI,Power 5,Android,11
UMIDIGI,RP01,Android,11
UMIDIGI,RP02,Android,12
UMIDIGI,RP03,Android,12
UNIWA,W888,Android,11
Ulefone,Armor 8 Pro,Android,11
Ulefone,Armor X5,Android,11
Ulefone,Power Armor 16 Pro,Android,12
Ulefone,Power Armor 19,Android,12
Ulefone,Power Armor14 Pro,Android,12
WIKO,U307AS,Android,9
Wings_Mobile,W4,Android,10
Wings_Mobile,W7,Android,10
Xiaomi,21051182G,Android,13
Xiaomi,2107113SG,Android,12
Xiaomi,2107113SG,Android,11
Xiaomi,2107113SG,Android,15
Xiaomi,2107113SG,Android,13
Xiaomi,2107113SG,Android,14
Xiaomi,21081111RG,Android,12
Xiaomi,21081111RG,Android,13
Xiaomi,21081111RG,Android,14
Xiaomi,21081111RG,Android,11
Xiaomi,2109119DG,Android,13
Xiaomi,2109119DG,Android,11
Xiaomi,2109119DG,Android,14
Xiaomi,2109119DG,Android,12
Xiaomi,2109119DI,Android,14
Xiaomi,2112123AG,Android,11
Xiaomi,2112123AG,Android,13
Xiaomi,2201122G,Android,14
Xiaomi,2201122G,Android,12
Xiaomi,2201122G,Android,13
Xiaomi,2201122G,Android,15
Xiaomi,2201123G,Android,14
Xiaomi,2201123G,Android,13
Xiaomi,2201123G,Android,12
Xiaomi,2201123G,Android,15
Xiaomi,2203121C,Android,13
Xiaomi,2203129G,Android,12
Xiaomi,2203129G,Android,13
Xiaomi,2203129G,Android,14
Xiaomi,22071212AG,Android,12
Xiaomi,22071212AG,Android,13
Xiaomi,22071212AG,Android,14
Xiaomi,22081212UG,Android,12
Xiaomi,22081212UG,Android,13
Xiaomi,22081212UG,Android,14
Xiaomi,2210129SG,Android,15
Xiaomi,2210129SG,Android,13
Xiaomi,2210129SG,Android,12
Xiaomi,2210129SG,Android,14
Xiaomi,2210132G,Android,14
Xiaomi,23043RP34G,Android,14
Xiaomi,2304FPN6DC,Android,14
Xiaomi,2304FPN6DG,Android,13
Xiaomi,2304FPN6DG,Android,14
Xiaomi,2306EPN60G,Android,15
Xiaomi,2306EPN60G,Android,13
Xiaomi,2306EPN60G,Android,14
Xiaomi,23078PND5G,Android,15
Xiaomi,23078PND5G,Android,13
Xiaomi,23078PND5G,Android,14
Xiaomi,23116PN5BC,Android,14
Xiaomi,23127PN0CG,Android,14
Xiaomi,23127PN0CG,Android,15
Xiaomi,24030PN60G,Android,14
Xiaomi,24030PN60G,Android,15
Xiaomi,2406APNFAG,Android,15
Xiaomi,2406APNFAG,Android,14
Xiaomi,2407FPN8EG,Android,15
Xiaomi,2407FPN8EG,Android,14
Xiaomi,24129PN74G,Android,15
Xiaomi,25010PN30G,Android,15
Xiaomi,M2007J3SG,Android,12
Xiaomi,M2007J3SG,Android,10
Xiaomi,M2007J3SY,Android,12
Xiaomi,M2007J3SY,Android,10
Xiaomi,M2007J3SY,Android,11
Xiaomi,M2011K2G,Android,14
Xiaomi,M2012K11G,Android,14
Xiaomi,M2101K6G,Android,14
Xiaomi,M2101K9AG,Android,11
Xiaomi,M2101K9AG,Android,13
Xiaomi,M2101K9AG,Android,12
Xiaomi,M2101K9G,Android,12
Xiaomi,M2101K9G,Android,11
Xiaomi,M2101K9G,Android,13
Xiaomi,M2101K9R,Android,13
Xiaomi,M2102K1C,Android,14
Xiaomi,M2102K1G,Android,12
Xiaomi,M2102K1G,Android,14
Xiaomi,M2102K1G,Android,13
Xiaomi,MI 8,Android,10
Xiaomi,MI 8 Lite,Android,10
Xiaomi,MI 9,Android,11
Xiaomi,MI 9,Android,10
Xiaomi,MI CC 9e,Android,10
Xiaomi,MI MAX 3,Android,10
Xiaomi,Mi 10,Android,13
Xiaomi,Mi 9 Lite,Android,11
Xiaomi,Mi 9 SE,Android,11
Xiaomi,Mi 9T,Android,11
Xiaomi,Mi 9T,Android,10
Xiaomi,Mi 9T Pro,Android,9
Xiaomi,Mi 9T Pro,Android,15
Xiaomi,Mi 9T Pro,Android,11
Xiaomi,Mi 9T Pro,Android,10
Xiaomi,Mi A3,Android,11
Xiaomi,Mi Note 10,Android,11
Xiaomi,Mi Note 10 Lite,Android,12
Xiaomi,Mi Note 10 Lite,Android,10
Xiaomi,Mi Note 10 Pro,Android,11
Xiaomi,POCO F1,Android,10
Xiaomi,POCOPHONE F1,Android,10
Xiaomi,Redmi 5,Android,8.1.2000
Xiaomi,Redmi 7A,Android,10
Xiaomi,Redmi 8,Android,10
Xiaomi,Redmi 8A,Android,9
Xiaomi,Redmi 8A,Android,10
Xiaomi,agate,Android,11
ZTE,Z2350,Android,13
ZTE,Z2359,Android,13
ZTE,Z2450,Android,14
ZTE,Z2453,Android,14
ZTE,Z2459,Android,14
ZTE,ZTE 2050,Android,9
ZTE,ZTE 7060,Android,13
ZTE,ZTE 8010,Android,10
ZTE,ZTE 8030,Android,11
ZTE,ZTE 8045,Android,11
ZTE,ZTE 8046,Android,12
ZTE,ZTE 8050,Android,13
ZTE,ZTE 8550,Android,13
ZTE,ZTE 9030,Android,11
ZTE,ZTE 9046,Android,11
ZTE,ZTE 9047,Android,12
ZTE,ZTE 9050N,Android,13
ZTE,ZTE A7020,Android,10
ZTE,ZTE A7030,Android,11
ZTE,ZTE A7050,Android,12
ZTE,ZTE Blade A3 2020,Android,9
ZTE,ZTE Blade A3 Lite,Android,9
ZTE,ZTE Blade A34,Android,13
ZTE,ZTE Blade A5 2020,Android,9
ZTE,ZTE Blade A5 2020,Android,11
ZTE,ZTE Blade A51,Android,11
ZTE,ZTE Blade A52,Android,11
ZTE,ZTE Blade A52 Lite,Android,11
ZTE,ZTE Blade A53+,Android,12
ZTE,ZTE Blade A531,Android,8.1.2000
ZTE,ZTE Blade A54,Android,13
ZTE,ZTE Blade A7 2019,Android,9
ZTE,ZTE Blade A7 2020,Android,9
ZTE,ZTE Blade L8,Android,9
ZTE,ZTE Blade V10 Vita,Android,9
alps,AH3P,Android,8.1.2000
asus,ASUS_AI2201_A,Android,12
asus,ASUS_AI2201_A,Android,13
asus,ASUS_AI2201_F,Android,14
asus,ASUS_AI2203_C,Android,12
asus,ASUS_AI2205_C,Android,14
asus,ASUS_AI2401_D,Android,14
asus,ASUS_I002D,Android,12
asus,ASUS_I004D,Android,13
asus,ASUS_I005DA,Android,11
asus,ASUS_I005DA,Android,13
asus,ASUS_I005DC,Android,13
blackshark,DLT-H0,Android,10
blackshark,SHARK PRS-H0,Android,11
google,Pixel 2 XL,Android,11
google,Pixel 3 XL,Android,12
google,Pixel 3a,Android,12
google,Pixel 4,Android,13
google,Pixel 4 XL,Android,13
google,Pixel 4a,Android,12
google,Pixel 4a,Android,13
google,Pixel 5,Android,14
google,Pixel 6,Android,13
google,Pixel 6,Android,14
google,Pixel 6,Android,15
google,Pixel 6 Pro,Android,14
google,Pixel 6 Pro,Android,15
google,Pixel 6 Pro,Android,16
google,Pixel 6a,Android,12
google,Pixel 6a,Android,14
google,Pixel 6a,Android,13
google,Pixel 6a,Android,15
google,Pixel 7,Android,15
google,Pixel 7,Android,14
google,Pixel 7 Pro,Android,13
google,Pixel 7 Pro,Android,15
google,Pixel 7 Pro,Android,14
google,Pixel 7a,Android,15
google,Pixel 7a,Android,14
google,Pixel 7a,Android,16
google,Pixel 8,Android,15
google,Pixel 8,Android,14
google,Pixel 8 Pro,Android,14
google,Pixel 8 Pro,Android,15
google,Pixel 8a,Android,14
google,Pixel 8a,Android,15
google,Pixel 9,Android,15
google,Pixel 9 Pro,Android,15
google,Pixel 9 Pro,Android,14
google,Pixel 9 Pro Fold,Android,14
google,Pixel 9 Pro XL,Android,14
google,Pixel 9 Pro XL,Android,15
google,Pixel 9 Pro XL,Android,16
lge,LG-H870,Android,9
lge,LG-H870,Android,8.0.0
lge,LM-G710,Android,9
lge,LM-G710,Android,10
lge,LM-G810,Android,12
lge,LM-G820N,Android,12
lge,LM-G850,Android,12
lge,LM-G900,Android,13
lge,LM-G910,Android,12
lge,LM-K200,Android,10
lge,LM-K410,Android,11
lge,LM-K420,Android,10
lge,LM-K420,Android,12
lge,LM-K510,Android,11
lge,LM-K520,Android,12
lge,LM-K520,Android,10
lge,LM-K525,Android,12
lge,LM-Q610.FGN,Android,8.1.2000
lge,LM-Q630,Android,11
lge,LM-Q730,Android,10
lge,LM-Q850,Android,8.1.2000
lge,LM-V350,Android,8.0.0
lge,LM-V405,Android,8.1.2000
lge,LM-V450,Android,10
lge,LM-V500N,Android,10
lge,LM-V600,Android,12
lge,LM-V600,Android,10
lge,LM-V600,Android,13
lge,LM-X420,Android,9
lge,LM-X420,Android,8.1.2000
lge,LM-X430,Android,10
lge,LM-X510WM,Android,8.1.2000
lge,LM-X520,Android,10
lge,LM-X525,Android,10
lge,LM-X540,Android,10
motorola,Moto G (5),Android,8.1.2000
motorola,Moto G (5) Plus,Android,8.1.2000
motorola,Moto Z3 Play,Android,9
motorola,ThinkPhone by motorola,Android,14
motorola,XT1635-02,Android,8.0.0
motorola,moto e(6) plus,Android,9
motorola,moto e(6i),Android,10
motorola,moto e(7),Android,10
motorola,moto e(7i) power,Android,10
motorola,moto e13,Android,13
motorola,moto e14,Android,14
motorola,moto e20,Android,11
motorola,moto e22,Android,12
motorola,moto e22i,Android,12
motorola,moto e30,Android,11
motorola,moto e32,Android,11
motorola,moto e5,Android,8.0.0
motorola,moto e5 play,Android,8.1.2000
motorola,moto e5 plus,Android,8.0.0
motorola,moto e6s,Android,9
motorola,moto g 5G,Android,11
motorola,moto g 5G,Android,14
motorola,moto g 5G (2022),Android,13
motorola,moto g 5G - 2023,Android,13
motorola,moto g 5G - 2023,Android,14
motorola,moto g 5G - 2024,Android,14
motorola,moto g 5G plus,Android,11
motorola,moto g power (2021),Android,11
motorola,moto g power (2022),Android,12
motorola,moto g power 5G - 2023,Android,13
motorola,moto g power 5G - 2023,Android,14
motorola,moto g power 5G - 2024,Android,15
motorola,moto g pure,Android,12
motorola,moto g stylus,Android,11
motorola,moto g stylus (2021),Android,11
motorola,moto g stylus (2022),Android,12
motorola,moto g stylus 5G,Android,12
motorola,moto g stylus 5G (2022),Android,13
motorola,moto g stylus 5G - 2023,Android,13
motorola,moto g stylus 5G - 2023,Android,14
motorola,moto g stylus 5G - 2024,Android,14
motorola,moto g(10),Android,11
motorola,moto g(100),Android,12
motorola,moto g(20),Android,11
motorola,moto g(30),Android,12
motorola,moto g(30),Android,11
motorola,moto g(50),Android,12
motorola,moto g(50) 5G,Android,11
motorola,moto g(50) 5G,Android,12
motorola,moto g(6),Android,9
motorola,moto g(6),Android,8.0.0
motorola,moto g(6) play,Android,8.0.0
motorola,moto g(6) play,Android,9
motorola,moto g(6) plus,Android,9
motorola,moto g(6) plus,Android,8.0.0
motorola,moto g(60),Android,12
motorola,moto g(60)s,Android,11
motorola,moto g(60)s,Android,12
motorola,moto g(7),Android,9
motorola,moto g(7) plus,Android,10
motorola,moto g(7) power,Android,10
motorola,moto g(7) power,Android,9
motorola,moto g(8) play,Android,10
motorola,moto g(8) plus,Android,9
motorola,moto g(8) plus,Android,10
motorola,moto g(8) power,Android,11
motorola,moto g(8) power lite,Android,10
motorola,moto g(8) power lite,Android,9
motorola,moto g(9) play,Android,10
motorola,moto g(9) play,Android,11
motorola,moto g(9) plus,Android,10
motorola,moto g(9) plus,Android,11
motorola,moto g(9) power,Android,11
motorola,moto g(9) power,Android,10
motorola,moto g04,Android,14
motorola,moto g04s,Android,14
motorola,moto g05,Android,15
motorola,moto g13,Android,14
motorola,moto g13,Android,13
motorola,moto g14,Android,14
motorola,moto g14,Android,13
motorola,moto g15,Android,15
motorola,moto g200 5G,Android,12
motorola,moto g22,Android,12
motorola,moto g23,Android,13
motorola,moto g23,Android,14
motorola,moto g24,Android,14
motorola,moto g24 power,Android,14
motorola,moto g31,Android,12
motorola,moto g31,Android,11
motorola,moto g31(w),Android,12
motorola,moto g34 5G,Android,14
motorola,moto g35 5G,Android,14
motorola,moto g51 5G,Android,11
motorola,moto g51 5G,Android,12
motorola,moto g52,Android,13
motorola,moto g52,Android,12
motorola,moto g53 5G,Android,13
motorola,moto g53 5G,Android,14
motorola,moto g54 5G,Android,13
motorola,moto g54 5G,Android,14
motorola,moto g71 5G,Android,12
motorola,moto g75 5G,Android,14
motorola,moto g82 5G,Android,13
motorola,moto g84 5G,Android,14
motorola,moto g84 5G,Android,13
motorola,moto g85 5G,Android,14
motorola,moto z3,Android,9
motorola,moto z4,Android,10
motorola,motorola edge,Android,11
motorola,motorola edge (2021),Android,13
motorola,motorola edge (2022),Android,14
motorola,motorola edge 20 lite,Android,13
motorola,motorola edge 20 lite,Android,12
motorola,motorola edge 20 pro,Android,13
motorola,motorola edge 2024,Android,14
motorola,motorola edge 30 fusion,Android,13
motorola,motorola edge 30 fusion,Android,12
motorola,motorola edge 30 fusion,Android,14
motorola,motorola edge 30 neo,Android,14
motorola,motorola edge 30 neo,Android,13
motorola,motorola edge 30 neo,Android,12
motorola,motorola edge 30 pro,Android,14
motorola,motorola edge 30 pro,Android,12
motorola,motorola edge 30 pro,Android,13
motorola,motorola edge 30 ultra,Android,12
motorola,motorola edge 30 ultra,Android,14
motorola,motorola edge 40,Android,13
motorola,motorola edge 40,Android,14
motorola,motorola edge 40 neo,Android,14
motorola,motorola edge 40 neo,Android,13
motorola,motorola edge 50,Android,14
motorola,motorola edge 50,Android,15
motorola,motorola edge 50 fusion,Android,15
motorola,motorola edge 50 fusion,Android,14
motorola,motorola edge 50 pro,Android,14
motorola,motorola edge 50 pro,Android,15
motorola,motorola edge 50 ultra,Android,14
motorola,motorola edge 50 ultra,Android,15
motorola,motorola one 5G ace,Android,11
motorola,motorola one action,Android,11
motorola,motorola one fusion,Android,10
motorola,motorola one fusion,Android,11
motorola,motorola one hyper,Android,11
motorola,motorola one macro,Android,9
motorola,motorola one macro,Android,10
motorola,motorola one vision,Android,11
motorola,motorola one zoom,Android,10
motorola,motorola razr 40,Android,14
motorola,motorola razr 40 ultra,Android,15
motorola,motorola razr 40 ultra,Android,13
motorola,motorola razr 40 ultra,Android,14
motorola,motorola razr 50,Android,14
motorola,motorola razr 50 ultra,Android,14
motorola,motorola razr 50 ultra,Android,15
motorola,motorola razr plus 2023,Android,13
nubia,NX659J,Android,10
nubia,NX659J,Android,11
nubia,NX666J,Android,11
nubia,NX669J,Android,12
nubia,NX669J,Android,11
nubia,NX712J,Android,13
nubia,NX713J,Android,14
nubia,NX713J,Android,13
nubia,NX721J,Android,14
nubia,NX724J,Android,13
nubia,NX729J,Android,13
nubia,NX729J,Android,14
nubia,NX769J,Android,14
nubia,NX789J,Android,15
nubia,Z2351N,Android,13
nubia,Z2352N,Android,13
nubia,Z2353,Android,13
nubia,Z2357N,Android,13
realme,RMX1921,Android,11
realme,RMX1931,Android,11
realme,RMX2001,Android,11
realme,RMX2020,Android,10
realme,RMX2040,Android,11
realme,RMX2063,Android,11
realme,RMX2086,Android,12
realme,RMX2151,Android,12
realme,RMX2170,Android,11
realme,RMX2170,Android,12
realme,RMX2170,Android,10
realme,RMX2193,Android,11
realme,RMX2202,Android,14
realme,RMX2202,Android,13
realme,RMX3081,Android,13
realme,RMX3085,Android,13
realme,RMX3151,Android,13
realme,RMX3151,Android,12
realme,RMX3231,Android,11
realme,RMX3241,Android,13
realme,RMX3261,Android,11
realme,RMX3263,Android,11
realme,RMX3269,Android,11
realme,RMX3300,Android,13
realme,RMX3301,Android,14
realme,RMX3363,Android,13
realme,RMX3370,Android,13
realme,RMX3370,Android,11
realme,RMX3371,Android,12
realme,RMX3371,Android,14
realme,RMX3472,Android,12
realme,RMX3472,Android,14
realme,RMX3491,Android,13
realme,RMX3491,Android,12
realme,RMX3511,Android,13
realme,RMX3511,Android,12
realme,RMX3511,Android,11
realme,RMX3521,Android,14
realme,RMX3521,Android,13
realme,RMX3561,Android,14
realme,RMX3562,Android,14
realme,RMX3563,Android,14
realme,RMX3624,Android,13
realme,RMX3624,Android,12
realme,RMX3630,Android,13
realme,RMX3690,Android,12
realme,RMX3708,Android,15
realme,RMX3709,Android,15
realme,RMX3710,Android,13
realme,RMX3710,Android,14
realme,RMX3740,Android,14
realme,RMX3741,Android,14
realme,RMX3840,Android,14
realme,RMX3851,Android,14
realme,RMX3851,Android,15
realme,RMX3888,Android,14
samsung,SC-02K,Android,10
samsung,SC-56B,Android,13
samsung,SM-A013M,Android,10
samsung,SM-A015M,Android,11
samsung,SM-A015M,Android,12
samsung,SM-A015M,Android,10
samsung,SM-A022M,Android,11
samsung,SM-A025M,Android,11
samsung,SM-A025M,Android,12
samsung,SM-A025U1,Android,12
samsung,SM-A032M,Android,11
samsung,SM-A032M,Android,12
samsung,SM-A032M,Android,13
samsung,SM-A035M,Android,12
samsung,SM-A035M,Android,13
samsung,SM-A037M,Android,13
samsung,SM-A037M,Android,12
samsung,SM-A037U,Android,13
samsung,SM-A042M,Android,13
samsung,SM-A042M,Android,14
samsung,SM-A042M,Android,12
samsung,SM-A045M,Android,12
samsung,SM-A045M,Android,14
samsung,SM-A045M,Android,13
samsung,SM-A047M,Android,13
samsung,SM-A047M,Android,14
samsung,SM-A055M,Android,13
samsung,SM-A055M,Android,14
samsung,SM-A057M,Android,13
samsung,SM-A057M,Android,14
samsung,SM-A065M,Android,14
samsung,SM-A102U,Android,9
samsung,SM-A105M,Android,9
samsung,SM-A105M,Android,10
samsung,SM-A105M,Android,11
samsung,SM-A107M,Android,11
samsung,SM-A107M,Android,9
samsung,SM-A107M,Android,10
